
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,  SN.ang,  SN.dist,    NP.ang,  NP.dist,             delta,     deldot,     S-O-T,/r,     S-T-O,  L_Ap_SOL_Time,
 2022-Mar-26 20:00, ,m, 20 02 10.91, -26 02 02.0,   -9.298,  5.627,   31.88509,    2.459592,   6.801210,  251.200249,  -1.127072,   76.03,  -899.66,  347.4703,  958.448,  3.7127116917E+05, -0.2533849,   68.6278,/L,  111.2393,  03 39 57.9084,
 2022-Mar-26 21:00,A,m, 20 04 13.40, -26 00 18.8,   -9.284,  5.635,   31.55092,    2.367878,   6.872680,  250.692069,  -1.126194,   75.78,  -899.15,  347.3017,  960.459,  3.7043835161E+05, -0.2066773,   68.2171,/L,  111.6507,  04 39 58.6031,
 2022-Mar-26 22:00,C,m, 20 06 06.39, -25 57 32.0,   -9.269,  5.643,   31.24225,    2.245091,   6.920437,  250.183877,  -1.125317,   75.56,  -898.30,  347.1474,  962.019,  3.6980045173E+05, -0.1456494,   67.8366,/L,  112.0317,  05 39 59.3264,
 2022-Mar-26 23:00,*,m, 20 07 52.44, -25 53 29.6,   -9.254,  5.650,   30.95054,    2.101526,   6.943095,  249.675673,  -1.124444,   75.35,  -896.96,  347.0040,  963.009,  3.6940238716E+05, -0.0741326,   67.4760,/L,  112.3928,  06 40 00.0802,
 2022-Mar-27 00:00,*,m, 20 09 34.56, -25 48 04.1,   -9.237,  5.657,   30.66621,    1.948954,   6.941010,  249.167456,  -1.123573,   75.17,  -894.97,  346.8672,  963.348,  3.6927385673E+05,  0.0032962,   67.1236,/L,  112.7456,  07 40 00.8645,
 2022-Mar-27 01:00,*,m, 20 11 16.06, -25 41 13.2,   -9.219,  5.664,   30.37934,    1.799796,   6.916280,  248.659226,  -1.122705,   75.00,  -892.25,  346.7325,  962.999,  3.6942720489E+05,  0.0816285,   66.7670,/L,  113.1025,  08 40 01.6772,
 2022-Mar-27 02:00,*,m, 20 13 00.24, -25 32 59.8,   -9.198,  5.672,   30.08036,    1.666209,   6.872593,  248.150984,  -1.121840,   74.83,  -888.72,  346.5956,  961.970,  3.6985650059E+05,  0.1557798,   66.3943,/L,  113.4754,  09 40 02.5141,
 2022-Mar-27 03:00,*,m, 20 14 50.18, -25 23 32.0,   -9.174,  5.680,   29.76076,    1.559217,   6.814943,  247.642730,  -1.120977,   74.66,  -884.37,  346.4522,  960.317,  3.7053792072E+05,  0.2209531,   65.9946,/L,  113.8753,  10 40 03.3695,
 2022-Mar-27 04:00,*,m, 20 16 48.52, -25 13 02.3,   -9.147,  5.689,   29.41369,    1.487928,   6.749233,  247.134463,  -1.120117,   74.47,  -879.25,  346.2988,  958.137,  3.7143140352E+05,  0.2729752,   65.5591,/L,  114.3109,  11 40 04.2365,
 2022-Mar-27 05:00,*, , 20 18 57.29, -25 01 46.3,   -9.117,  5.699,   29.03442,    1.458941,   6.681815,  246.626185,  -1.119259,   74.27,  -873.43,  346.1329,  955.564,  3.7248341874E+05,  0.3085767,   65.0815,/L,  114.7887,  12 40 05.1073,
 2022-Mar-27 06:00,*, , 20 21 17.76, -24 50 01.7,   -9.084,  5.710,   28.62059,    1.475964,   6.619015,  246.117894,  -1.118404,   74.05,  -867.04,  345.9529,  952.751,  3.7363060756E+05,  0.3255924,   64.5582,/L,  115.3121,  13 40 05.9737,
 2022-Mar-27 07:00,*, , 20 23 50.42, -24 38 06.8,   -9.049,  5.721,   28.17235,    1.539666,   6.566685,  245.609590,  -1.117552,   73.81,  -860.22,  345.7583,  949.869,  3.7480398735E+05,  0.3230741,   63.9890,/L,  115.8816,  14 40 06.8281,
 2022-Mar-27 08:00,*, , 20 26 34.93, -24 26 19.5,   -9.011,  5.734,   27.69219,    1.647744,   6.529813,  245.101274,  -1.116702,   73.54,  -853.13,  345.5499,  947.085,  3.7593339902E+05,  0.3013133,   63.3761,/L,  116.4947,  15 40 07.6635,
 2022-Mar-27 09:00,*, , 20 29 30.25, -24 14 55.8,   -8.971,  5.748,   27.18472,    1.795178,   6.512229,  244.592947,  -1.115855,   73.24,  -845.95,  345.3292,  944.559,  3.7695189137E+05,  0.2617854,   62.7249,/L,  117.1462,  16 40 08.4742,
 2022-Mar-27 10:00,*, , 20 32 34.67, -24 04 09.3,   -8.931,  5.762,   26.65629,    1.974632,   6.516391,  244.084607,  -1.115011,   72.91,  -838.83,  345.0988,  942.432,  3.7779977738E+05,  0.2070259,   62.0429,/L,  117.8288,  17 40 09.2564,
 2022-Mar-27 11:00,C, , 20 35 45.93, -23 54 10.5,   -8.891,  5.776,   26.11449,    2.176951,   6.543283,  243.576254,  -1.114169,   72.56,  -831.94,  344.8618,  940.816,  3.7842815035E+05,  0.1404563,   61.3392,/L,  118.5331,  18 40 10.0078,
 2022-Mar-27 12:00,A, , 20 39 01.43, -23 45 06.4,   -8.851,  5.791,   25.56770,    2.391730,   6.592395,  243.067890,  -1.113330,   72.20,  -825.41,  344.6216,  939.796,  3.7880170137E+05,  0.0661725,   60.6243,/L,  119.2487,  19 40 10.7287,
 2022-Mar-27 13:00, , , 20 42 18.28, -23 37 00.1,   -8.812,  5.806,   25.02454,    2.607914,   6.661778,  242.559514,  -1.112493,   71.82,  -819.36,  344.3819,  939.418,  3.7890072832E+05, -0.0112910,   59.9093,/L,  119.9645,  20 40 11.4212,
 2022-Mar-27 14:00, , , 20 45 33.53, -23 29 51.0,   -8.775,  5.821,   24.49336,    2.814407,   6.748186,  242.051125,  -1.111659,   71.43,  -813.86,  344.1465,  939.694,  3.7872226630E+05, -0.0872120,   59.2052,/L,  120.6696,  21 40 12.0893,
 2022-Mar-27 15:00, , , 20 48 44.31, -23 23 34.8,   -8.740,  5.835,   23.98178,    3.000679,   6.847264,  241.542725,  -1.110828,   71.04,  -808.99,  343.9187,  940.598,  3.7828030135E+05, -0.1569378,   58.5222,/L,  121.3536,  22 40 12.7388,
 2022-Mar-27 16:00, , , 20 51 47.95, -23 18 03.6,   -8.708,  5.849,   23.49630,    3.157346,   6.953803,  241.034313,  -1.109999,   70.65,  -804.75,  343.7017,  942.068,  3.7760505653E+05, -0.2161421,   57.8696,/L,  122.0073,  23 40 13.3767,
 2022-Mar-27 17:00, , , 20 54 42.19, -23 13 06.5,   -8.679,  5.861,   23.04191,    3.276713,   7.062034,  240.525889,  -1.109173,   70.28,  -801.12,  343.4980,  944.008,  3.7674136562E+05, -0.2610737,   57.2546,/L,  122.6234,  00 40 14.0107,
 2022-Mar-27 18:00, , , 20 57 25.26, -23 08 30.0,   -8.653,  5.873,   22.62183,    3.353255,   7.165970,  240.017453,  -1.108349,   69.93,  -798.06,  343.3093,  946.295,  3.7574618089E+05, -0.2887873,   56.6823,/L,  123.1968,  01 40 14.6490,
 2022-Mar-27 19:00, , , 20 59 56.02, -23 03 58.4,   -8.630,  5.884,   22.23731,    3.384009,   7.259775,  239.509006,  -1.107528,   69.60,  -795.46,  343.1369,  948.777,  3.7468530005E+05, -0.2973441,   56.1553,/L,  123.7250,  02 40 15.2992,
 2022-Mar-27 20:00, , , 21 02 14.08, -22 59 15.4,   -8.608,  5.894,   21.88754,    3.368843,   7.338147,  239.000547,  -1.106709,   69.31,  -793.18,  342.9808,  951.292,  3.7362944615E+05, -0.2859676,   55.6730,/L,  124.2082,  03 40 15.9683,
 2022-Mar-27 21:00,A,m, 21 04 19.81, -22 54 04.2,   -8.589,  5.904,   21.56969,    3.310558,   7.396696,  238.492077,  -1.105893,   69.05,  -791.08,  342.8406,  953.666,  3.7264989169E+05, -0.2551389,   55.2324,/L,  124.6498,  04 40 16.6620,
 2022-Mar-27 22:00,C,m, 21 06 14.38, -22 48 09.4,   -8.571,  5.912,   21.27904,    3.214812,   7.432279,  237.983595,  -1.105079,   68.83,  -788.95,  342.7148,  955.733,  3.7181387742E+05, -0.2066127,   54.8274,/L,  125.0557,  05 40 17.3842,
 2022-Mar-27 23:00,*,m, 21 07 59.69, -22 41 17.7,   -8.553,  5.920,   21.00930,    3.089814,   7.443271,  237.475103,  -1.104268,   68.64,  -786.62,  342.6010,  957.341,  3.7118012955E+05, -0.1433448,   54.4497,/L,  125.4342,  06 40 18.1369,
 2022-Mar-28 00:00,*,m, 21 09 38.28, -22 33 19.2,   -8.534,  5.927,   20.75293,    2.945816,   7.429730,  236.966599,  -1.103459,   68.48,  -783.89,  342.4964,  958.366,  3.7079481122E+05, -0.0693236,   54.0890,/L,  125.7955,  07 40 18.9200,
 2022-Mar-28 01:00,*,m, 21 11 13.11, -22 24 08.0,   -8.514,  5.935,   20.50173,    2.794420,   7.393425,  236.458084,  -1.102653,   68.34,  -780.59,  342.3975,  958.720,  3.7068824446E+05,  0.0106876,   53.7339,/L,  126.1512,  08 40 19.7315,
 2022-Mar-28 02:00,*,m, 21 12 47.42, -22 13 42.8,   -8.492,  5.942,   20.24739,    2.647745,   7.337735,  235.949558,  -1.101849,   68.22,  -776.58,  342.3009,  958.364,  3.7087269679E+05,  0.0914806,   53.3726,/L,  126.5130,  09 40 20.5672,
 2022-Mar-28 03:00,*,m, 21 14 24.42, -22 02 07.2,   -8.467,  5.950,   19.98208,    2.517552,   7.267386,  235.441022,  -1.101048,   68.10,  -771.79,  342.2028,  957.305,  3.7134144325E+05,  0.1677754,   52.9938,/L,  126.8921,  10 40 21.4213,
 2022-Mar-28 04:00,*,m, 21 16 07.11, -21 49 29.1,   -8.439,  5.959,   19.69901,    2.414389,   7.188090,  234.932474,  -1.100249,   67.99,  -766.15,  342.1002,  955.600,  3.7206919702E+05,  0.2346013,   52.5876,/L,  127.2988,  11 40 22.2869,
 2022-Mar-28 05:00,*,m, 21 17 58.05, -21 35 59.8,   -8.407,  5.968,   19.39292,    2.346860,   7.106091,  234.423916,  -1.099453,   67.86,  -759.70,  341.9902,  953.351,  3.7301386991E+05,  0.2876485,   52.1457,/L,  127.7410,  12 40 23.1562,
 2022-Mar-28 06:00,*,m, 21 19 59.15, -21 21 53.6,   -8.372,  5.978,   19.06043,    2.321062,   7.027688,  233.915347,  -1.098659,   67.71,  -752.48,  341.8710,  950.695,  3.7411949788E+05,  0.3235594,   51.6628,/L,  128.2243,  13 40 24.0212,
 2022-Mar-28 07:00,*, , 21 22 11.64, -21 07 26.1,   -8.333,  5.989,   18.70023,    2.340252,   6.958768,  233.406767,  -1.097867,   67.54,  -744.60,  341.7414,  947.793,  3.7532006807E+05,  0.3401355,   51.1359,/L,  128.7517,  14 40 24.8740,
 2022-Mar-28 08:00,*, , 21 24 35.93, -20 52 53.3,   -8.292,  6.000,   18.31306,    2.404723,   6.904404,  232.898177,  -1.097078,   67.34,  -736.20,  341.6013,  944.822,  3.7654392432E+05,  0.3364508,   50.5653,/L,  129.3228,  15 40 25.7077,
 2022-Mar-28 09:00,*, , 21 27 11.66, -20 38 30.2,   -8.248,  6.013,   17.90161,    2.511906,   6.868530,  232.389576,  -1.096291,   67.11,  -727.45,  341.4515,  941.955,  3.7771841137E+05,  0.3128724,   49.9538,/L,  129.9350,  16 40 26.5168,
 2022-Mar-28 10:00,*, , 21 29 57.77, -20 24 30.4,   -8.202,  6.026,   17.47025,    2.656633,   6.853726,  231.880965,  -1.095507,   66.84,  -718.51,  341.2932,  939.358,  3.7877443765E+05,  0.2709964,   49.3068,/L,  130.5827,  17 40 27.2971,
 2022-Mar-28 11:00,C, , 21 32 52.55, -20 11 05.0,   -8.155,  6.040,   17.02462,    2.831540,   6.861100,  231.372343,  -1.094725,   66.54,  -709.55,  341.1286,  937.176,  3.7965068095E+05,  0.2135164,   48.6319,/L,  131.2585,  18 40 28.0468,
 2022-Mar-28 12:00,A, , 21 35 53.78, -19 58 22.2,   -8.108,  6.054,   16.57129,    3.027570,   6.890274,  230.863711,  -1.093945,   66.21,  -700.76,  340.9602,  935.525,  3.8029721799E+05,  0.1440377,   47.9381,/L,  131.9532,  19 40 28.7659,
 2022-Mar-28 13:00, , , 21 38 58.88, -19 46 27.3,   -8.062,  6.068,   16.11723,    3.234515,   6.939445,  230.355068,  -1.093167,   65.86,  -692.28,  340.7907,  934.491,  3.8067841526E+05,  0.0668549,   47.2357,/L,  132.6567,  20 40 29.4566,
 2022-Mar-28 14:00, , , 21 42 05.04, -19 35 22.0,   -8.016,  6.082,   15.66942,    3.441606,   7.005529,  229.846415,  -1.092392,   65.48,  -684.24,  340.6230,  934.122,  3.8077496986E+05, -0.0132961,   46.5351,/L,  133.3585,  21 40 30.1229,
 2022-Mar-28 15:00, , , 21 45 09.37, -19 25 05.1,   -7.973,  6.096,   15.23443,    3.638099,   7.084360,  229.337752,  -1.091620,   65.09,  -676.75,  340.4597,  934.429,  3.8058502939E+05, -0.0915003,   45.8469,/L,  134.0480,  22 40 30.7705,
 2022-Mar-28 16:00, , , 21 48 09.09, -19 15 32.1,   -7.933,  6.109,   14.81806,    3.813852,   7.170940,  228.829078,  -1.090849,   64.70,  -669.88,  340.3033,  935.385,  3.8012435323E+05, -0.1629327,   45.1806,/L,  134.7156,  23 40 31.4066,
 2022-Mar-28 17:00, , , 21 51 01.64, -19 06 35.7,   -7.895,  6.122,   14.42505,    3.959889,   7.259727,  228.320395,  -1.090081,   64.32,  -663.68,  340.1559,  936.924,  3.7942550470E+05, -0.2231264,   44.5446,/L,  135.3529,  00 40 32.0388,
 2022-Mar-28 18:00, , , 21 53 44.83, -18 58 06.2,   -7.860,  6.133,   14.05881,    4.068914,   7.344961,  227.811701,  -1.089315,   63.95,  -658.15,  340.0193,  938.946,  3.7853609140E+05, -0.2682318,   43.9455,/L,  135.9533,  01 40 32.6753,
 2022-Mar-28 19:00, , , 21 56 17.01, -18 49 51.8,   -7.829,  6.144,   13.72130,    4.135775,   7.421007,  227.302998,  -1.088551,   63.61,  -653.24,  339.8945,  941.321,  3.7751610320E+05, -0.2952569,   43.3877,/L,  136.5125,  02 40 33.3237,
 2022-Mar-28 20:00, , , 21 58 37.15, -18 41 39.6,   -7.801,  6.154,   13.41288,    4.157833,   7.482718,  226.794285,  -1.087790,   63.30,  -648.87,  339.7821,  943.893,  3.7643443917E+05, -0.3022751,   42.8729,/L,  137.0285,  03 40 33.9911,
 2022-Mar-28 21:00,A,m, 22 00 44.94, -18 33 15.7,   -7.775,  6.163,   13.13237,    4.135212,   7.525781,  226.285563,  -1.087030,   63.03,  -644.92,  339.6820,  946.489,  3.7536476688E+05, -0.2885854,   42.4004,/L,  137.5022,  04 40 34.6829,
 2022-Mar-28 22:00,C,m, 22 02 40.82, -18 24 27.0,   -7.751,  6.171,   12.87706,    4.070890,   7.547035,  225.776831,  -1.086273,   62.80,  -641.24,  339.5937,  948.930,  3.7438091917E+05, -0.2548064,   41.9665,/L,  137.9371,  05 40 35.4033,
 2022-Mar-28 23:00,*,m, 22 04 26.02, -18 15 01.0,   -7.729,  6.179,   12.64287,    3.970601,   7.544741,  225.268090,  -1.085518,   62.62,  -637.64,  339.5159,  951.041,  3.7355209708E+05, -0.2028870,   41.5654,/L,  138.3392,  06 40 36.1542,
 2022-Mar-29 00:00,*,m, 22 06 02.46, -18 04 47.8,   -7.706,  6.186,   12.42464,    3.842527,   7.518745,  224.759339,  -1.084766,   62.48,  -633.95,  339.4468,  952.663,  3.7293820369E+05, -0.1360215,   41.1886,/L,  138.7169,  07 40 36.9355,
 2022-Mar-29 01:00,*,m, 22 07 32.65, -17 53 40.2,   -7.683,  6.192,   12.21642,    3.696787,   7.470539,  224.250580,  -1.084015,   62.37,  -629.95,  339.3843,  953.670,  3.7258566611E+05, -0.0584637,   40.8264,/L,  139.0798,  08 40 37.7450,
 2022-Mar-29 02:00,*,m, 22 08 59.54, -17 41 34.5,   -7.659,  6.199,   12.01188,    3.544745,   7.403180,  223.741811,  -1.083267,   62.29,  -625.49,  339.3260,  953.974,  3.7252409989E+05,  0.0247535,   40.4680,/L,  139.4390,  09 40 38.5788,
 2022-Mar-29 03:00,*,m, 22 10 26.27, -17 28 30.9,   -7.632,  6.205,   11.80472,    3.398195,   7.321077,  223.233033,  -1.082521,   62.23,  -620.40,  339.2694,  953.537,  3.7276412151E+05,  0.1081709,   40.1022,/L,  139.8054,  10 40 39.4309,
 2022-Mar-29 04:00,*,m, 22 11 55.96, -17 14 33.2,   -7.602,  6.212,   11.58917,    3.268508,   7.229651,  222.724247,  -1.081776,   62.18,  -614.58,  339.2120,  952.371,  3.7329652081E+05,  0.1862996,   39.7185,/L,  140.1897,  11 40 40.2945,
 2022-Mar-29 05:00,*,m, 22 13 31.48, -16 59 48.8,   -7.569,  6.220,   11.36035,    3.165810,   7.134914,  222.215452,  -1.081034,   62.12,  -607.98,  339.1517,  950.541,  3.7409287752E+05,  0.2540204,   39.3078,/L,  140.6010,  12 40 41.1616,
 2022-Mar-29 06:00,*,m, 22 15 15.27, -16 44 27.5,   -7.531,  6.227,   11.11466,    3.098282,   7.042992,  221.706648,  -1.080294,   62.04,  -600.57,  339.0867,  948.159,  3.7510756371E+05,  0.3069480,   38.8628,/L,  141.0467,  13 40 42.0243,
 2022-Mar-29 07:00,*,m, 22 17 09.11, -16 28 41.2,   -7.490,  6.236,   10.84996,    3.071635,   6.959668,  221.197836,  -1.079557,   61.94,  -592.41,  339.0160,  945.371,  3.7628094254E+05,  0.3417268,   38.3784,/L,  141.5317,  14 40 42.8749,
 2022-Mar-29 08:00,*, , 22 19 14.12, -16 12 42.4,   -7.445,  6.244,   10.56575,    3.088805,   6.889961,  220.689015,  -1.078821,   61.81,  -583.57,  338.9390,  942.349,  3.7754347259E+05,  0.3562354,   37.8525,/L,  142.0583,  15 40 43.7063,
 2022-Mar-29 09:00,*, , 22 21 30.60, -15 56 43.6,   -7.397,  6.254,   10.26308,    3.149855,   6.837796,  220.180185,  -1.078087,   61.63,  -574.18,  338.8558,  939.276,  3.7882037045E+05,  0.3496919,   37.2857,/L,  142.6260,  16 40 44.5129,
 2022-Mar-29 10:00,*, , 22 23 58.15, -15 40 56.2,   -7.346,  6.264,    9.94445,    3.252087,   6.805774,  219.671347,  -1.077355,   61.41,  -564.39,  338.7671,  936.333,  3.8003647258E+05,  0.3226608,   36.6809,/L,  143.2317,  17 40 45.2908,
 2022-Mar-29 11:00,C, , 22 26 35.62, -15 25 30.3,   -7.293,  6.274,    9.61353,    3.390309,   6.795050,  219.162501,  -1.076625,   61.14,  -554.35,  338.6741,  933.689,  3.8112096403E+05,  0.2769741,   36.0436,/L,  143.8700,  18 40 46.0381,
 2022-Mar-29 12:00,A, , 22 29 21.31, -15 10 33.6,   -7.238,  6.284,    9.27485,    3.557238,   6.805320,  218.653646,  -1.075898,   60.82,  -544.25,  338.5783,  931.492,  3.8201169234E+05,  0.2155831,   35.3812,/L,  144.5335,  19 40 46.7547,
 2022-Mar-29 13:00, , , 22 32 12.99, -14 56 11.7,   -7.184,  6.294,    8.93347,    3.743979,   6.834883,  218.144783,  -1.075172,   60.47,  -534.24,  338.4815,  929.859,  3.8265884641E+05,  0.1423563,   34.7026,/L,  145.2135,  20 40 47.4428,
 2022-Mar-29 14:00, , , 22 35 08.12, -14 42 27.5,   -7.130,  6.304,    8.59460,    3.940558,   6.880799,  217.635912,  -1.074448,   60.08,  -524.48,  338.3856,  928.874,  3.8302784003E+05,  0.0618419,   34.0173,/L,  145.9001,  21 40 48.1066,
 2022-Mar-29 15:00, , , 22 38 03.93, -14 29 21.5,   -7.078,  6.313,    8.26328,    4.136489,   6.939084,  217.127033,  -1.073726,   59.66,  -515.10,  338.2923,  928.581,  3.8310129225E+05, -0.0209943,   33.3355,/L,  146.5834,  22 40 48.7517,
 2022-Mar-29 16:00, , , 22 40 57.63, -14 16 51.4,   -7.028,  6.322,    7.94407,    4.321336,   7.004967,  216.618146,  -1.073006,   59.22,  -506.22,  338.2033,  928.987,  3.8288003824E+05, -0.1010439,   32.6667,/L,  147.2536,  23 40 49.3852,
 2022-Mar-29 17:00, , , 22 43 46.51, -14 04 53.2,   -6.980,  6.330,    7.64081,    4.485274,   7.073171,  216.109251,  -1.072288,   58.78,  -497.93,  338.1199,  930.058,  3.8238313695E+05, -0.1733374,   32.0200,/L,  147.9018,  00 40 50.0150,
 2022-Mar-29 18:00, , , 22 46 28.13, -13 53 20.5,   -6.936,  6.337,    7.35646,    4.619636,   7.138227,  215.600349,  -1.071572,   58.35,  -490.27,  338.0433,  931.720,  3.8164687018E+05, -0.2333214,   31.4029,/L,  148.5204,  01 40 50.6489,
 2022-Mar-29 19:00, , , 22 49 00.43, -13 42 05.3,   -6.896,  6.343,    7.09295,    4.717410,   7.194794,  215.091438,  -1.070858,   57.94,  -483.27,  337.9742,  933.866,  3.8072275590E+05, -0.2771275,   30.8212,/L,  149.1036,  02 40 51.2949,
 2022-Mar-29 20:00, , , 22 51 21.87, -13 30 58.7,   -6.858,  6.349,    6.85112,    4.773694,   7.237997,  214.582520,  -1.070146,   57.57,  -476.89,  337.9130,  936.354,  3.7967463371E+05, -0.3018172,   30.2785,/L,  149.6477,  03 40 51.9597,
 2022-Mar-29 21:00,A, , 22 53 31.57, -13 19 50.7,   -6.824,  6.353,    6.63074,    4.786051,   7.263739,  214.073595,  -1.069435,   57.24,  -471.07,  337.8597,  939.021,  3.7857492513E+05, -0.3055921,   29.7762,/L,  150.1513,  04 40 52.6491,
 2022-Mar-29 22:00,C,m, 22 55 29.33, -13 08 31.5,   -6.793,  6.357,    6.43050,    4.754749,   7.269001,  213.564662,  -1.068726,   56.97,  -465.72,  337.8141,  941.683,  3.7750022821E+05, -0.2879510,   29.3131,/L,  150.6157,  05 40 53.3670,
 2022-Mar-29 23:00,*,m, 22 57 15.72, -12 56 51.8,   -6.764,  6.361,    6.24819,    4.682849,   7.252083,  213.055723,  -1.068020,   56.75,  -460.71,  337.7754,  944.154,  3.7652647150E+05, -0.2497743,   28.8855,/L,  151.0444,  06 40 54.1154,
 2022-Mar-30 00:00,*,m, 22 58 52.03, -12 44 43.4,   -6.736,  6.364,    6.08072,    4.576094,   7.212766,  212.546776,  -1.067314,   56.60,  -455.87,  337.7429,  946.253,  3.7572391984E+05, -0.1933193,   28.4876,/L,  151.4433,  07 40 54.8941,
 2022-Mar-30 01:00,*,m, 23 00 20.24, -12 32 00.1,   -6.709,  6.366,    5.92444,    4.442601,   7.152375,  212.037823,  -1.066611,   56.50,  -451.04,  337.7154,  947.821,  3.7515238001E+05, -0.1221122,   28.1116,/L,  151.8203,  08 40 55.7011,
 2022-Mar-30 02:00,*,m, 23 01 42.89, -12 18 38.0,   -6.681,  6.369,    5.77523,    4.292345,   7.073724,  211.528863,  -1.065910,   56.45,  -446.02,  337.6917,  948.730,  3.7485698406E+05, -0.0407358,   27.7482,/L,  152.1846,  09 40 56.5322,
